Price,Address,Bedrooms,Baths,Area
845000,"Kellys Newsagent, 20 Main Street, Chapelizod, Dublin 20",4,2,
230000,"199 Boulevard, Mount Eustace, Tyrrelstown, Dublin 15",3,4,125
175000,"Apartment 34, Saint Canice's Square, Finglas, Dublin 11",1,1,56
399950,"82 Dolphin Road, Drimnagh, Drimnagh, Dublin 12",3,1,
280000,"Apartment 14, Ivy Exchange, Dublin 1",1,1,45
620000,"129 Moyville, Rathfarnham, Dublin 16",4,2,111
349000,"82 Northway Estate, Finglas, Finglas, Dublin 11",3,4,137
625000,"22 Orchardstown Avenue, Rathfarnham, Dublin 14",3,2,130
795000,"44 Lavarna Grove, Terenure, Dublin 6W",4,2,136
995000,"21 Vavasour Square, Sandymount, Sandymount, Dublin 4",2,2,121
725000,"3 Brighton Mews, Harrison Row, Rathgar, Dublin 6",3,2,98
485000,"19 Cedar Avenue, Kingswood, Tallaght, Dublin 24",4,2,132
375000,"33 Railway Mews, Clongriffin, Clongriffin, Dublin 13",3,3,124
450000,"37 Blackthorn Green, Sandyford, Dublin 18",3,1,88
2250000,"54 Sandford Road, Ranelagh, Dublin 6",4,4,310
795000,"54 Patrick Street, Dun Laoghaire, Co. Dublin",5,2,167
199950,"1 Willan's Lane North, Ongar Green, Ongar, Dublin 15",1,1,
299950,"Apartment 411, Olcovar, Shankill, Dublin 18",1,1,47
364950,"Apartment 63, Wellington, Riverpark Apartments, Dublin 8",2,1,
260000,"24 Derry Park, Crumlin, D12V6T0, Dublin 12",3,1,71
275000,"2A Barry Green, Finglas, Dublin 11",4,2,100
365000,"164 Saint Peter's Road, Walkinstown, Walkinstown, Dublin 12",3,2,93
450000,"99 Cappaghmore, Clondalkin, Clondalkin, Dublin 22",5,3,179
349950,"171 Clonmacnoise, Crumlin, Dublin 12",2,1,
309950,"27 The Grove,Millbrook lawns,Old Bawn, Oldbawn, Dublin 24",3,1,
249000,"2 Barry Green, Finglas, Dublin 11",3,1,77
495000,"4 Hunters Walk, Hunters Wood, Ballycullen, Dublin 16",4,3,132
650000,"402 The Ash, Grange Hall, Rathfarnham, Dublin 16",2,2,121
695000,"17 Main Street, Rathfarnham, Dublin 14",3,1,160
245000,"107 The Hardwicke, Apartment 107, The Hardwicke, Dublin 7",1,1,43
1295000,"9 Offington Drive, Sutton, Dublin 13",6,5,268
299000,"Apartment 17, Earlsfield Court, Dublin 8",2,2,55
429000,"28 Priory Hall, Manor Grove, Dublin 12",3,2,90
535000,"64 Wainsfort Manor Drive, Terenure, Dublin 6W",3,2,95
225000,"Apartment 126, Meridian Court, Ashtown, Dublin 15",1,1,45
295000,"26 Homelawn Road, Tallaght, Tallaght, Dublin 24",3,2,92
595000,"Ashdale and Riverview, Main Street, Blanchardstown, Dublin 15",5,5,
339950,"53 Derry Road, Crumlin, Crumlin, Dublin 12",3,1,
239950,"363 Carnlough Road, Cabra West, Cabra, Dublin 7",2,2,60
750000,"24 Seapark Road, Clontarf, Dublin 3",4,1,116
,"'Woodbine Lodge', Woodbine Road, Booterstown, Co. Dublin",3,4,121
420000,"21 Ardagh Road, Crumlin, Dublin 12",3,2,100
425000,"9 Salem Court, Maxwell Road, Rathmines, Dublin 6",2,1,
380000,"4 Castlefield Green, Knocklyon, Dublin 16",2,1,82
525000,"27 Shrewsbury Road, Shankill, Dublin 18",3,1,105
275000,"113 Westend Gate, Tallaght, Dublin 24",2,2,107
335000,"2 Tara Hill Crescent, Rathfarnham, Dublin 14",3,1,80
235000,"22 The Square, Larch Hill, Santry, Dublin 9",2,1,70
410000,"Apartment 30, Block A, The Bottle Works, Irishtown, Dublin 4",2,2,
325000,"9B Metropolitan Apartments, Inchicore Road, Kilmainham, Dublin 8",2,2,75
525000,"100 Iveragh Road, Whitehall, Dublin 9",3,1,98
700000,"35/35A Muckross Green House & Site Perrystown Dublin 12, Perrystown, Dublin 12",,,002
1450000,"Ivy House And The Mews, 128, Ranelagh, Dublin 6",5,3,246
1450000,"Fern House And The Mews, 126, Ranelagh, Dublin 6",5,2,265
375000,"156 Ardlea Road, Artane, Dublin 5",3,1,105
295000,"16 Beneavin Road, Finglas East, Finglas, Dublin 11",2,1,93
180000,"19 Rutland Cottages, Dublin 1",1,1,32
315000,"3 Elm House, Mespil Estate, Dublin 4",1,1,49
1250000,"1 Auburn Road Donnybrook Dublin 4, Donnybrook, Dublin 4",3,3,154
315000,"81 Moy House, Custom House Square, IFSC, Dublin 1",1,1,54
349950,"65 Newbrook Avenue, Donaghmede, Donaghmede, Dublin 13",3,1,
299950,"165 Bunratty Road, Coolock, Coolock, Dublin 5",3,1,
,"Apartment 3, Eaton Brae House, Eaton Brae, Shankill, Dublin 18",2,2,169
320000,"Apartment 16, Huxley Court, Cork Street, Dublin 8",2,2,
275000,"12A Railway Avenue, Inchicore, Inchicore, Dublin 8",3,2,117
320000,"101 The Rectory, Enniskerry Road, Stepaside, Dublin 18",2,1,69
224950,"20 Druid Court, Poppintree, Ballymun, Dublin 9",4,1,
450000,"73 Brandon Square, Waterville, Blanchardstown, Dublin 15",3,3,130
2850000,"29 Alma Road, Monkstown, Co. Dublin",6,5,433
495000,"69 St Marys Park, Walkinstown, Dublin 12",3,2,118
975000,"63 Haddington Road Ballsbridge Dublin 4, Ballsbridge, Dublin 4",4,3,188
1050000,"8 Beaumont Gardens Blackrock, Blackrock, Co. Dublin",4,2,165
2950000,"Woodford Booterstown Park Booterstown, Booterstown, Co. Dublin",5,4,455
375000,"47 Main Street, Howth, Dublin 13",2,1,64
975000,"Tambou, Clonskeagh Road, Clonskeagh, Dublin 14",2,1,80
680000,"Tambou, Clonskeagh Road, Clonskeagh, Dublin 14",2,1,80
1675000,"32 Waterloo Road, Ballsbridge, Dublin 4",6,3,290
1245000,"12 Londonbridge Road, Sandymount, Sandymount, Dublin 4",3,3,166
675000,"27 Avondale Lawn, Blackrock, Co. Dublin",3,1,120
415000,"43 Oldbawn Avenue, Old Bawn, Tallaght, Dublin 24",3,2,
210000,"115 Portersfield, Clonsilla Road, Clonsilla, Dublin 15",2,2,
895000,"Hawthorn Hill 18 Temple Park Ave Blackrock, Blackrock, Co. Dublin",4,2,150
240000,"Apartment 144, Block 4, Parklands, Northwood, Santry, Dublin 9",2,2,
229000,"30 Green Isle Court, Clondalkin, Clondalkin, Dublin 22",2,1,
375000,"47 Coldwell Street, Glasthule, Co. Dublin",1,1,37
2950000,"Woodford, Booterstown Park, Booterstown, Co. Dublin",5,4,455
595000,"Apartment 21, Temple Hall, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",2,2,90
430000,"22 Bessborough Avenue, North Strand, North Strand, Dublin 3",3,1,83
249950,"Apartment 39, The Eden, Prospect Hill, Finglas, Dublin 11",2,2,
275000,"46 Juliet Square, St Edmunds Park, Lucan, Co. Dublin",2,2,78
230000,"Apartment 25, Swan Hall, Belgard Square, Tallaght, Dublin 24",2,2,
250000,"Flat 1, 6 Mountjoy Square North, Dublin 1",2,1,
494950,"Apartment 3, Frascati Hall, Blackrock, Co. Dublin",3,2,
549000,"228 Phibsborough Road, Phibsborough, Dublin 7",4,2,127
239000,"98 Hampton Wood Road, Finglas, Finglas, Dublin 11",3,2,95
219000,"18 Avondale Hall, 151/152 Parnell Street, Dublin 1",1,1,
445000,"51 Oakton Park, Ballybrack, Co. Dublin",4,2,97
260000,"23 Hampton Wood Way, Saint Margaret's Road, Finglas, Dublin 11",2,2,73
425000,"2 Manor Road, Palmerstown, Palmerstown, Dublin 20",4,1,151
520000,"16 Dalriada Park, Knocklyon, Dublin 16",4,3,122
675000,"5 Foyle Road, Fairview, Drumcondra, Dublin 3",3,2,131
215000,"3 Block A, The Maltings, Dublin 8",1,1,
475000,"20 Dundela Haven, Glenageary, Co. Dublin",2,2,68
285000,"Apartment 42, Block E, Blackhall Square, Smithfield, Dublin 1",2,1,
445000,"14 The Belfry, Inchicore Road, Kilmainham, Dublin 8",3,2,90
330000,"The Coach House, Bannow Road, Cabra, Dublin 7",4,2,90
325000,"61 The Ramparts Cabinteely Dublin 18, Cabinteely, Dublin 18",2,2,70
1850000,"Woodlane House Quarry Road Rathmichael, Rathmichael, Co. Dublin",4,4,367
350000,"Apt 124, Block 1, The Watermill, Raheny, Dublin 5",2,2,62
325000,"9 Dundrum Court, Dundrum, Dublin 16",1,1,59
375000,"Apartment C, 87 Lower Baggot Street, Dublin 2",1,1,57
695000,"Apartment 21, Block H, Hanover Quarter, Dublin 2",3,2,103
300000,"11 Yellow Meadows Grove, Clondalkin, Dublin 22",3,2,
165000,"Apartment 13, Parkview Drive, Finglas, Dublin 11",1,1,45
1195000,"32 Nelson Street, Dublin 7",9,8,315
259000,"85 Belmayne Park North, Balgriffin, Dublin 13",2,2,69
795000,"18 Merton Walk Mount St Anneâ€™s Milltown Dublin 6, Milltown, Dublin 6",3,3,142
274950,"79 Benmadigan Road, Drimnagh, Dublin 12",2,1,
215000,"17 The Concert Building, Park West, Dublin 12",2,2,
160000,"Apartment 18, Drumderg Court, Fairview, Dublin 3",,,25
740000,"30 Talbot Court, Castleknock, Dublin 15",5,2,
395000,"1A Holycross Avenue, Drumcondra, Dublin 3",2,1,52
635000,"45 Brookwood Park, Artane, Artane, Dublin 5",3,2,142
425000,"26 Collinswood, Collins Avenue, Beaumont, Dublin 9",3,2,82
245000,"23 Windmill Court, Clonsilla, Dublin 15",2,2,
1250000,"26 Rosmeen Gardens Dun Laoghaire, Dun Laoghaire, Co. Dublin",4,2,169
285000,"Apartment 37, 52 Mountjoy Square South, Dublin 1",2,1,69
649950,"47 Crumlin Road, Dublin 12",4,3,
225000,"62 Railway Avenue, Inchicore, Inchicore, Dublin 8",2,1,71
295000,"64a Deanstown Avenue, Finglas, Dublin 11",,,008
199000,"47 Ring Street, Inchicore, Inchicore, Dublin 8",2,1,55
295000,"64 Deanstown Avenue, Finglas, Dublin 11",3,1,
895000,"63 Avondale Road, Killiney, Co. Dublin",4,2,182
895000,"45 Convent Road, Dalkey, Co. Dublin",3,2,98
4250000,"Carrickmoleen Killiney Hill Road Killiney, Killiney, Co. Dublin",5,3,415
275000,"Apartment 198, Block 4, Parklands, Northwood, Santry, Dublin 9",2,2,
290000,"29 Rathmore Village, Tyrellstown, Tyrrelstown, Dublin 15",4,3,
295000,"73 Gleann Na Ri­, Druid Valley, Cabinteely, Dublin 18",2,2,63
315000,"Apartment 54, 73 Leonard's Court, Clanbrassil Street Lower, Dublin 8",2,1,60
375000,"36 Millmount Grove, Dundrum Road, Dundrum, Dublin 14",1,1,60
395000,"5 Avondale Road, Phibsborough, Dublin 7",2,2,59
550000,"10 Wainsfort Avenue, Terenure, Terenure, Dublin 6",2,1,85
375000,"44 St John's Court, Artane, Dublin 5",3,3,97
239000,"4 Parkside View, Nephin Road, Dublin 7",1,1,42
275000,"37 Jamestown Avenue, Inchicore, Dublin 8",2,1,
325000,"494 Mourne Road, Drimnagh, Dublin 12",3,1,
795000,"6 Watson Road Killiney, Killiney, Co. Dublin",5,3,190
395000,"15 Tournville Lodge, Rathfarnham, Dublin 14",2,1,62
270000,"1 St John's Drive, Clondalkin, Dublin 22",2,1,59
260000,"22 Birchwood Heights, Springfield, Tallaght, Dublin 24",3,1,
215000,"Apartment 104, Clifden Court, Dublin 7",1,1,41
275000,"95 Brooklawn, Strandville Avenue, Clontarf, Dublin 3",1,1,47
547500,"Apt 20 Radcliffe Hall, St John's Road, Sandymount, Dublin 4",2,2,90
290000,"6 Newlands Manor Court, Clondalkin, Clondalkin, Dublin 22",3,2,105
1200000,"Accra, Tibradden Road, Rathfarnham, Dublin 14",5,2,257
735000,"3A Pleasants Place, Dublin 8",3,3,142
450000,"40 Martin's Row, Chapelizod, Chapelizod, Dublin 20",3,2,94
475000,"73 Brunswick Street North, Smithfield, Dublin 1",4,3,110
995000,"14 Orby Park, The Gallops, Leopardstown, Dublin 18",5,4,267
495000,"6 Woodfield Terrace, Inchicore, Kilmainham, Dublin 8",2,3,118
295000,"Apartment 77, Shelbourne Village, Ringsend, Dublin 4",2,1,43
249950,"Apartment 26, Temple Gardens, Santry, Dublin 9",2,2,
435000,"Apartment 185, Beechwood Court, Blackrock, Co. Dublin",2,2,72
485000,"Apartment 87, Poplar, Trimbleston, Goatstown, Dublin 14",2,2,94
249950,"Apartment 41, Shackleton House, Archerswood, Clonee, Dublin 15",2,2,
295000,"70A Maplewood Drive, Springfield, Tallaght, Dublin 24",3,2,85
315000,"275 Killinarden Estate, Tallaght, Dublin 24",4,3,115
195000,"Apartment 99, Tolka Vale, Glasnevin, Dublin 11",2,2,61
495000,"4 Rathmore Villas, Terenure, Dublin 6W",2,1,47
2150000,"10 Breffni Terrace, Breffni Road, Sandycove, Co. Dublin",4,5,319
525000,"71 Cloncurry House, Spencer Dock, IFSC, Dublin 1",2,2,102
399000,"32 Hunters Green, Ballycullen, Ballycullen, Dublin 16",3,3,126
290000,"Apartment 25, 61 Cork Street, Dublin 8",1,1,66
725000,"6A Woodbine Road, Booterstown, Co. Dublin",3,2,92
800000,"Melville Rise, Finglas, Dublin 11",5,5,220
575000,"7 Belarmine Close, Stepaside, Stepaside, Dublin 18",3,3,140
285000,"62 Railway Road, Clongriffin, Dublin 13",3,2,111
360000,"25 Harty Place, Portobello, Dublin 8",1,1,51
394950,"16 Parkside Gardens, Balgriffin, Dublin 13",3,3,
395000,"3 Farnham Crescent, Finglas, Dublin 11",3,2,
400000,"4 Innismore, Crumlin, Dublin 12",3,2,116
265000,"11 Saint John's Gate, Clondalkin, Clondalkin, Dublin 22",2,1,
1100000,"19 Railway Cottages, Ballsbridge, Ballsbridge, Dublin 4",3,3,196
295000,"Apartment 8, Blackthorn Hall, Ticknock Way, Ticknock Hill, Sandyford, Dublin 18",2,2,91
865000,"70 St Alban's Park, Sandymount, Dublin 4",3,1,144
545000,"15 Knocklyon Park, Knocklyon, Dublin 16",3,1,102
525000,"34 Sandyford Hall Crescent, Sandyford, Dublin 18",3,2,
595000,"38 Balkill Park, Howth, Co. Dublin",3,1,112
495000,"37 Sutton Downs, Sutton, Dublin 13",3,1,88
225000,"Apartment 52, Temple Place, Dublin 1",1,1,35
254950,"9 Dunsoghly Close, Ratoath Road, Finglas, Dublin 11",3,2,
595000,"16 Woodfield, Scholarstown Road, Rathfarnham, Dublin 16",4,3,124
995000,"25 Farney Park, Sandymount, Sandymount, Dublin 4",3,1,122
375000,"2 Greenlands, Sunbury Court, Dartry, Dublin 6",2,1,56
295000,"111 The Elms, Mount Merrion Avenue, Blackrock, Co. Dublin",1,1,45
320000,"Apartment 12, The Strand, 149 North Strand Road, North Strand, Dublin 3",2,2,70
274950,"37 Ashfield Grove, Mulhuddart, Clonsilla, Dublin 15",3,2,
274950,"17 Ashfield Grove, Mulhuddart, Clonsilla, Dublin 15",3,2,
595000,"20 Kill Avenue, Dun Laoghaire, Co. Dublin",4,2,143
595000,"Rere of 3, Charlemont Terrace, Dun Laoghaire, Co. Dublin",3,1,107
245000,"Apartment 49, Hampton Square, Cabra, Dublin 7",1,1,47
2950000,"24 Leeson Street Upper, Dublin 4",5,,335
1100000,"48 Garville Lane, Rathgar, Dublin 6",4,4,186
750000,"84 Clonkeen Rd, Deansgrange Clonkeen Road, Blackrock, Co. Dublin",6,4,181
219000,"Apartment 4, Saint Canice's Square, Church Street, Finglas, Dublin 11",2,2,68
325000,"Apartment 209, Hampton Square, Navan Road (D7), Dublin 7",2,2,69
275000,"166 Stannaway Road, Crumlin, Crumlin, Dublin 12",2,1,62
245000,"Apartment 49, Hampton Square, Navan Road (D7), Dublin 7",1,1,47
475000,"69 Maryville Road, Raheny, Dublin 5",3,1,83
499950,"1 Willington Grove, Templeogue, Dublin 6W",3,1,109
750000,"6 Wesley Road Rathgar Dublin 6, Rathgar, Dublin 6",3,4,120
575000,"7 Ashton Close, Knocklyon, Knocklyon, Dublin 16",4,2,108
525000,"1A Cedarwood Green, Glasnevin, Dublin 11",3,3,108
550000,"Saint Jude, 35 Lennox Street, Dublin 8",3,3,74
1000000,"Tignabruagh Saintbury Avenue Killiney, Killiney, Co. Dublin",4,3,147
295000,"18 Church Road East Wall Dublin 3, East Wall, Dublin 3",2,2,53
350000,"6 Hibernia, De Vesci Court, Monkstown, Co. Dublin",2,1,64
360000,"153 Shannon House, Custom House Square, IFSC, Co. Dublin",2,2,59
330000,"1 Woodvale Drive, Clonsilla, Clonsilla, Dublin 15",3,2,
259950,"6 Ros Mor View, Knocklyon, Dublin 16",1,1,48
725000,"28 Glencairn Park, The Gallops, Leopardstown, Dublin 18",4,3,121
395000,"20 Tournville Lodge, Rathfarnham, Dublin 14",2,1,58
5275000,"5,6,7,8 Buckingham St Lower, Dublin 1",35,24,
225000,"Apartment 26, Stapleton House, Dublin 1",1,1,38
1725000,"102 Upr Dorset St, Dublin 1",10,7,535
1295000,"Clonlea, Knapton Road, Monkstown, Co. Dublin",4,1,174
385000,"62 Royston, Kimmage Road West, Kimmage, Dublin 12",3,1,79
995000,"26 Buckingham Street Lower, Dublin 1",7,4,170
495000,"27 Saint Brendan's Drive, Artane, Artane, Dublin 5",4,2,149
1695000,"Treborth West, 14 Claremont Road, Howth, Co. Dublin",4,3,253
650000,"Lisieux Mews 5 Charlemont Lane Dun Laoghaire, Dun Laoghaire, Co. Dublin",2,1,77
285000,"41 Charleville Avenue, North Strand, North Strand, Dublin 3",1,1,
335000,"81 Dunmore Park, Kingswood, Tallaght, Dublin 24",2,1,72
595000,"25 Richmond Park, Monkstown, Co. Dublin",2,1,68
1295000,"18 Clonfadda Wood, Mount Merrion Avenue, Blackrock, Co. Dublin",4,3,207
295000,"46 Pinewoods, Clondalkin, Clondalkin, Dublin 22",3,1,86
1350000,"33 Tritonville Road, Sandymount, Sandymount, Dublin 4",3,2,161
295000,"122 AW Pugin House, Loreto Abbey, Rathfarnham, Dublin 14",1,1,46
220000,"Apartment 19, The Granary, Dublin 8",1,1,43
1100000,"38 Adelaide Road, Dublin 2",3,2,149
725000,"17A Belgrove Road, Clontarf, Dublin 3",2,2,128
324950,"40 Rathdrum Road, Crumlin, Dublin 12",2,1,
995000,"31 Liscahill, Haddon Road, Clontarf, Dublin 3",7,2,290
214950,"Apartment 70, Mayeston Square, Finglas, Dublin 11",2,2,
220000,"4 Enaville Avenue, North Strand, Dublin 3",2,1,36
295000,"38 Annagh Court, Waterville, Blanchardstown, Dublin 15",3,2,
399000,"225 The Avenue, Belgard Heights, Tallaght, Dublin 24",4,3,125
595000,"84 Cabra Park, Phibsborough, Dublin 7",3,3,102
260000,"73 Sundale Avenue, Tallaght, Tallaght, Dublin 24",3,2,98
375000,"Block A, 16 Bow Bridge Place, Kilmainham, Dublin 8",2,2,80
350000,"8 Camac Court, Kilmainham, Dublin 8",2,1,55
1095000,"Tara, Kill Lane, Foxrock, Dublin 18",5,2,277
7250000,"Nerano House, Nerano Road, Dalkey, Co. Dublin",4,4,384
250000,"Apartment 86, Gandon Hall, Dublin 1",2,1,45
900000,"14 Sharavogue, Glenageary Road Upper, Glenageary, Co. Dublin",4,2,169
6900000,"Mount Alverno, Sorrento Road, Dalkey, Co. Dublin",5,5,655
650000,"2 Saint Philomena's Road, Glasnevin, Glasnevin, Dublin 11",4,1,134
1300000,"66 Haddington, Ballsbridge, Dublin 4",3,2,
360000,"3 Moreen Road, Sandyford, Dublin 18",3,2,
399000,"17 Belmont Square, Raheny, Dublin 5",2,1,78
325000,"9 The Grove, Kingswood Heights, Tallaght, Dublin 24",2,1,51
1450000,"Yellowood, 18A Stillorgan Park Avenue, Blackrock, Co. Dublin",4,4,232
1150000,"Penthouse 72, Woodview, Blackrock, Co. Dublin",4,3,275
244000,"Apartment 90, Block D, Westend Gate, Tallaght, Dublin 24",2,2,
315000,"42 The Oak, Park View, Belarmine, Stepaside, Dublin 18",2,2,77
1375000,"1 St. Kevin's Place Donovan Lane Blackpitts Dublin 8, Dublin 8",3,3,250
1045000,"39 Sycamore Road, Mount Merrion, Co. Dublin",4,,125
1300000,"1 Eglinton Square, Donnybrook, Dublin 4",4,3,138
330000,"Apartment 28, The Bay, Dublin 4",1,1,61
1750000,"28 Dartmouth Square, Ranelagh, Dublin 6",3,2,215
1095000,"32 Hillcourt Park, Glenageary, Co. Dublin",4,3,190
675000,"7 Lynton Court, Merrion Road, Ballsbridge, Dublin 4",3,2,145
325000,"98 An Crannog, Granitefield Manor Rochestown Avenue Dun Laoghaire, Dun Laoghaire, Co. Dublin",2,1,68
895000,"123 Home Farm Road, Drumcondra, Drumcondra, Dublin 3",4,3,180
595000,"9 Milltown Court, Milltown, Dublin 6",3,1,81
260000,"76 Hillbrook Woods, Blanchardstown, Blanchardstown, Dublin 15",2,2,64
695000,"Apartment 1, 53 Glasthule Road, Glasthule, Co. Dublin",2,2,85
299950,"119 Saul Road, Crumlin, Dublin 12",2,1,
260000,"Apartment 228, Block 5, Parklands, Northwood, Santry, Dublin 9",2,2,66
895000,"Melrose, Kilgobbin Road, Sandyford, Dublin 18",5,3,208
775000,"1 Churchview Park, Killiney, Co. Dublin",4,2,
395000,"13 Pembroke Cottages, Dundrum, Dundrum, Dublin 14",2,1,56
375000,"7 Innisfallen Parade, Phibsborough, Dublin 7",2,1,68
275000,"43 Saint Joseph's Place, Phibsborough, Dublin 7",2,1,43
390000,"Apartment 1, Jasonia Centre, Dublin 2",2,1,80
399000,"85 Newgrove Estate, Donaghmede, Dublin 13",4,2,182
239950,"Apartment 3, Jervis Place, Dublin 1",1,1,51
745000,"84 Kilmacud Road Upper, Blackrock, Stillorgan, Co. Dublin",4,3,140
2300000,"Lisieux House 5 Charlemont Terrace Dun Laoghaire, Dun Laoghaire, Co. Dublin",5,4,367
595000,"73 Lansdowne Park Knocklyon Dublin 16, Knocklyon, Dublin 16",4,3,135
825000,"11 Nutgrove Park, Clonskeagh, Clonskeagh, Dublin 14",4,2,135
745000,"Cúl An Tí, Harold Crescent, Sandycove, Co. Dublin",2,3,110
1425000,"25 Castlewood Park, Rathmines, Dublin 6",3,3,164
280000,"Apartment 35, Cassian Court East, Phelan Avenue, Ashtown, Dublin 15",2,2,
350000,"Apt 32 Crescent House, Howth Road, Clontarf, Dublin 3",2,1,66
675000,"41 Auburn Drive Killiney, Killiney, Co. Dublin",4,3,130
825000,"26 Luttrellstown Heath, Castleknock, Dublin 15",4,,151
295000,"22 Red Arches Avenue, Baldoyle, Dublin 13",2,2,62
295000,"Apartment 56, Kirkpatrick House, Spencer Dock, Dublin 1",1,2,68
269950,"66 Hampton Wood Park, Saint Margaret's Road, Finglas, Dublin 11",3,3,
650000,"Penthouse, Penthouse, 104 The Oaks, Rockfield, Dundrum, Dublin 16",2,2,106
,"10 Apartments at Corn Mill, Drumcondra, Dublin 3",13,13,
525000,"Apt 5, 7 Fitzwilliam Place, Dublin 2",2,1,85
499950,"Mountain View House, Beaumont Avenue, Churchtown, Dublin 14",4,3,
279000,"142 Bachelors Walk, Dublin 1",1,1,41
675000,"10 Leeson Court, Leeson Street Upper, Donnybrook, Dublin 4",2,2,103
350000,"Two Derelict Cottages, Ounavarra, Coldblow, Lucan, Co. Dublin",1,,
249500,"31 Casement Grove, Finglas West, Finglas, Dublin 11",3,1,78
1350000,"7 Fortfield Avenue, Terenure, Dublin 6",5,4,210
1035000,"2 The Avenue, Cypress Downs, Templeogue, Dublin 6W",4,3,135
315000,"554 Mourne Road, Drimnagh, Drimnagh, Dublin 12",3,1,77
695000,"41 Geraldine Street, Phibsborough, Dublin 7",3,3,120
250000,"117 Latchford Square, Clonee, Dublin 15",2,2,
450000,"69 Sallynoggin Park, Sallynoggin, Co. Dublin",3,1,90
650000,"121 Newtownpark Avenue, Blackrock, Co. Dublin",3,1,118
850000,"10 Cornelscourt Hill Road, Foxrock, Dublin 18",3,3,240
575000,"31 St Martin's Park, Lower Kimmage Road, Kimmage, Dublin 6W",3,2,114
300000,"Apartment 2, Derrickbawn Court, Ballinteer Road, Ballinteer, Dublin 16",2,1,56
475000,"14 Honeypark Cottages, Sallynoggin, Co. Dublin",2,1,86
850000,"8 Grosvenor Place, Rathmines, Dublin 6",4,2,169
395000,"11 Ardlea Road, Artane, Artane, Dublin 5",3,3,102
350000,"18 Saint Thomas Road, South Circular Road, South Circular Road, Dublin 8",3,2,94
259000,"12 Oatfield Avenue, Clondalkin, Clondalkin, Dublin 22",3,1,91
625000,"Rose Cottage, Rose Cottage, 10 Rochestown Ave, Dun Laoghaire, Co. Dublin",3,1,60
295000,"26 St. James Court, Kilmainham, Dublin 8",2,1,57
325000,"Elm Park Lodge, Grange Wood, Rathfarnham, Dublin 14",1,2,50
450000,"2 Dunbo Cottages, Howth, Co. Dublin",3,2,78
450000,"123 Drimnagh Road, Walkinstown, Dublin 12",3,1,
1695000,"5 Knocknacree Park Dalkey, Dalkey, Co. Dublin",5,4,235
575000,"15 Knocklyon Green, Knocklyon, Dublin 16",3,2,117
295000,"39 Mellowes Park, Finglas West, Finglas, Dublin 11",3,2,
475000,"Tilia, Tilia, Kiltipper Road, Tallaght, Dublin 24",3,1,103
195000,"3 Newtown Court, Eaton Brae, Rathgar, Dublin 14",1,,25
450000,"36 Summer Street North, North Circular Road, Dublin 1",3,1,146
425000,"11 Cadogan Road, Fairview, Dublin 3",4,2,107
295000,"38 Lanesborough Avenue, Saint Margaret's Road, Finglas, Dublin 11",3,2,
385000,"2 Portside Court, East Wall, East Wall, Dublin 3",3,1,
295000,"65 Rafters Road, Drimnagh, Drimnagh, Dublin 12",2,1,72
1800000,"St Josephs, 10 Belgrove Road, Clontarf, Dublin 3",5,2,198
495000,"10 Saint Patrick's Park, Stepaside, Dublin 18",3,1,93
579950,"29 Eden Court, Grange Road, Rathfarnham, Dublin 14",4,3,120
550000,"27 Llewellyn Way, Rathfarnham, Rathfarnham, Dublin 14",4,2,102
795000,"Liwara, Shanganagh Road, Killiney, Co. Dublin",4,3,150
320000,"2 Barnwell Place, Hansfield, Clonsilla, Dublin 15",2,3,97
725000,"102 Sandyford Downs, Sandyford, Sandyford, Dublin 18",4,2,138
445000,"85 HAZELBURY GREEN VASTAHEANY, Clonee, Dublin 15",4,3,150
335000,"Apartment 227, The Camden, Charlotte Quay Dock, Dublin 4",1,1,46
945000,"60 St Alban's Park, Sandymount, Dublin 4",3,2,125
350000,"26 Landsdowne Valley Park, Drimnagh, Dublin 12",3,1,83
1250000,"61 Taney Rise Dundrum Dublin 14, Dundrum, Dublin 14",5,4,204
3750000,"Brentwood, Sydenham Road, Dundrum, Dublin 14",6,8,
220000,"14 The Landey, Santry, Dublin 9",2,2,60
375000,"9 Coolmine Cottages, Mulhuddart, Dublin 15",3,1,80
400000,"16 Kiltipper Drive, Aylesbury, Aylesbury, Dublin 24",3,2,107
375000,"26 Sullivan Street, Stoneybatter, Dublin 7",2,1,65
349950,"43 Balfe Avenue, Walkinstown, Dublin 12",3,1,
425000,"Apartment 28, Pakenham House, Spencer Dock, Dublin 1",2,2,81
395000,"57 Shanliss Road, Santry, Dublin 9",3,2,88
349950,"242 Saint James's Road, Greenhills, Dublin 12",3,1,
275000,"37 Myrtle House, The Coast, Baldoyle, Dublin 13",2,2,64
485000,"2 Harcourt Mews Harcourt Terrace Dublin 2, Dublin 2",2,1,94
645000,"17 Newlands Road, Clondalkin, Clondalkin, Dublin 22",4,2,150
450000,"63 Castaheany, Clonee, Dublin 15",4,3,129
280000,"20 Finglaswood Road, Finglas, Finglas, Dublin 11",3,1,96
695000,"13 Tivoli Avenue, Harold's Cross, Dublin 6W",3,1,106
320000,"8 Glin Park, Coolock, Coolock, Dublin 17",3,1,
425000,"10 Walkinstown Road, Walkinstown, Dublin 12",3,2,102
825000,"25 Mulgrave Street, Dun Laoghaire, Co. Dublin",7,3,239
